Incident ID,Company Name,Industry,Attack Type,Date of Incident,Breach Size (No. of Records),Financial Loss (USD),Country,Attack Vector,Mitigation Time (Days)
30861,Morgan-Dawson,Manufacturing,Ransomware,2021-01-28,4903340.0,5927193.909,Spain,Compromised Vendor,84.0
30862,Wiggins Ltd,Retail,Data Breach,2023-09-11,3351297.0,3681152.5949999997,Netherlands,DDoS Attack,17.6
30863,"Martin, Harris and Moyer",Manufacturing,Data Breach,2023-10-07,,3284728.824,UK,Insider Threat,43.4
30864,Stephens LLC,Telecommunications,Denial of Service,2023-07-27,8626129.0,1487593.5,Sweden,DDoS Attack,12.100000000000001
30865,Gomez-Jackson,Healthcare,Ransomware,2022-09-29,6568971.0,574331.68,Sweden,Phishing,72.0
30866,White PLC,Retail,Ransomware,2022-01-10,1108140.0,3044918.4000000004,Sweden,Phishing,40.0
30867,"Miranda, Matthews and Owens",Healthcare,Ransomware,2020-10-05,9098752.0,6915615.52,Belgium,Spear Phishing,72.0
30868,Houston and Sons,Manufacturing,Ransomware,2021-12-16,9806134.0,6164633.825999999,Spain,Compromised Vendor,28.0
30869,Porter Inc,Retail,Malware,2023-11-23,,3520666.815,Sweden,DDoS Attack,32.800000000000004
30870,Reed-Hale,Tech,Phishing,2023-06-15,,4055355.74,Belgium,Compromised Vendor,27.0
30871,Bowers and Sons,Retail,Supply Chain Attack,2021-05-05,4212932.0,609644.985,Spain,Phishing,47.2
30872,"Miller, Wong and Olson",Retail,Denial of Service,2022-07-30,63068.0,1311634.35,UK,Phishing,29.6
30873,May PLC,Tech,Data Breach,2020-02-10,3401542.0,4554172.45,UK,Insider Threat,26.0
30874,"Quinn, Adams and Lam",Tech,Data Breach,2022-01-30,8641617.0,829353.14,UK,Compromised Vendor,26.0
30875,Moore-Edwards,Retail,Ransomware,2022-04-14,,7293396.645,Belgium,Compromised Vendor,28.8
30876,"Khan, Simpson and Hill",Healthcare,Ransomware,2021-02-24,2235900.0,7596433.94,Belgium,DDoS Attack,58.5
30877,Brooks and Sons,Tech,Data Breach,2023-06-16,2129361.0,1175415.17,Italy,Compromised Vendor,12.0
30878,Sutton Group,Healthcare,Phishing,2021-12-26,,9075615.28,Belgium,Compromised Vendor,42.0
30879,"Villanueva, Roth and Edwards",Retail,Data Breach,2020-11-16,5323248.0,5135006.550000001,Netherlands,Phishing,15.200000000000001
30880,"Powers, Montgomery and Richardson",Healthcare,Supply Chain Attack,2020-04-29,,8737456.98,Spain,DDoS Attack,25.5
30881,Wilkerson-Jackson,Healthcare,Ransomware,2022-12-26,315106.0,3564322.72,Belgium,Phishing,40.5
30882,"Santos, Bautista and Howell",Healthcare,Supply Chain Attack,2021-07-19,8455504.0,2434393.74,Belgium,DDoS Attack,22.5
30883,Cruz-Perez,Manufacturing,Supply Chain Attack,2021-12-15,4499402.0,260050.41400000002,France,Insider Threat,78.39999999999999
30884,Perez-Morgan,Manufacturing,Ransomware,2020-06-04,1552041.0,5564847.379000001,France,Spear Phishing,53.199999999999996
30885,Brown LLC,Healthcare,Ransomware,2020-02-15,1944153.0,1685014.72,Denmark,Phishing,88.5
30886,Blake PLC,Retail,Supply Chain Attack,2020-06-07,3298438.0,4364161.995,Denmark,Insider Threat,31.200000000000003
30887,"Lester, Ortiz and Sanchez",Finance,Data Breach,2022-09-07,2863717.0,2631707.21,Italy,Phishing,23.0
30888,"Caldwell, Compton and Fuller",Manufacturing,Data Breach,2020-06-15,8376608.0,1387910.3550000002,Italy,Insider Threat,49.0
30889,"Decker, Duran and Baker",Manufacturing,Phishing,2021-11-21,,6120296.104,Sweden,DDoS Attack,32.199999999999996
30890,"Rogers, Stephens and Foster",Healthcare,Ransomware,2021-08-14,5921829.0,1440429.86,Italy,DDoS Attack,46.5
30891,"Lucero, Baker and Mccormick",Tech,Data Breach,2022-03-28,7422445.0,4158768.82,Belgium,DDoS Attack,19.0
30892,Baker Inc,Manufacturing,Ransomware,2023-12-03,,725711.441,Belgium,Phishing,53.199999999999996
30893,Silva Ltd,Healthcare,Denial of Service,2023-09-27,5991819.0,8258803.76,Spain,DDoS Attack,60.0
30894,Wilkinson PLC,Manufacturing,Ransomware,2020-06-26,3648531.0,2448472.4420000003,UK,Compromised Vendor,11.2
30895,"Smith, Hansen and Cortez",Healthcare,Phishing,2020-08-07,104232.0,7534150.06,Spain,DDoS Attack,9.0
30896,Sanchez Ltd,Tech,Ransomware,2023-10-05,2123697.0,1855930.9,Sweden,Compromised Vendor,11.0
30897,Jones Group,Manufacturing,Data Breach,2022-09-23,4889890.0,6373001.18,Denmark,DDoS Attack,56.0
30898,Freeman-Smith,Healthcare,Ransomware,2021-07-04,3129844.0,7104933.2,Italy,Insider Threat,43.5
30899,Campos LLC,Healthcare,Malware,2023-12-03,8179212.0,3167303.62,Sweden,Phishing,24.0
30900,Taylor-Meyers,Telecommunications,Ransomware,2022-08-20,4947127.0,202535.316,Belgium,DDoS Attack,23.1
30901,Jefferson Group,Healthcare,Supply Chain Attack,2020-08-26,4553931.0,8610549.2,UK,Compromised Vendor,34.5
30902,Merritt-Aguilar,Manufacturing,Ransomware,2023-09-24,2358303.0,4583714.733,UK,Phishing,81.19999999999999
30903,Hurst and Sons,Retail,Denial of Service,2020-11-22,,7340256.824999999,UK,Spear Phishing,20.8
30904,Watson-Adams,Healthcare,Phishing,2022-02-22,704476.0,3532305.38,Belgium,Phishing,84.0
30905,"Campbell, Shannon and Harris",Healthcare,Phishing,2023-04-24,2703140.0,2603831.7,Italy,DDoS Attack,9.0
30906,Martinez PLC,Healthcare,Ransomware,2022-10-27,5673438.0,9255002.02,Sweden,Phishing,81.0
30907,"Peters, Adams and Pineda",Manufacturing,Ransomware,2023-04-21,1748658.0,4174642.771,Belgium,Malware Infection,46.199999999999996
30908,Randolph-Pope,Healthcare,Ransomware,2022-03-17,5551205.0,2557887.26,Italy,DDoS Attack,31.5
30909,"Caldwell, Mckee and Manning",Retail,Ransomware,2022-06-20,6812244.0,759401.25,Spain,Spear Phishing,36.0
30910,Paul-Griffin,Retail,Data Breach,2021-12-27,7506469.0,2389435.2,Netherlands,Compromised Vendor,20.0
30911,Tapia-Edwards,Manufacturing,Data Breach,2021-09-24,7431153.0,3012998.2090000003,Belgium,Phishing,29.4
30912,Walsh and Sons,Energy,Ransomware,2020-08-12,,689468.1,Netherlands,Compromised Vendor,9.0
30913,Ross-Peterson,Manufacturing,Data Breach,2021-09-20,5538255.0,3438121.622,Spain,Compromised Vendor,74.19999999999999
30914,"Walsh, George and Arnold",Tech,Phishing,2023-01-04,6130997.0,1044709.25,UK,Insider Threat,38.0
30915,Ramos-Briggs,Finance,Denial of Service,2023-10-31,4015087.0,4552465.22,France,DDoS Attack,31.0
30916,"Meyer, Bailey and Thompson",Manufacturing,Data Breach,2020-11-21,,5789424.575999999,UK,Phishing,78.39999999999999
30917,Alvarado and Sons,Telecommunications,Malware,2021-12-02,9165541.0,2481695.4359999998,UK,Malware Infection,22.0
30918,"Mccoy, Potter and Kim",Healthcare,Malware,2023-09-15,5578970.0,892450.52,Poland,Phishing,76.5
30919,"Anderson, Beck and Burnett",Healthcare,Supply Chain Attack,2021-09-29,,8329041.14,Poland,Phishing,57.0
30920,Smith-Ford,Telecommunications,Data Breach,2022-07-11,9600931.0,2337237.156,UK,Compromised Vendor,59.400000000000006
30921,"White, Conner and Willis",Tech,Ransomware,2022-10-19,9668174.0,2735277.69,UK,Phishing,60.0
30922,Moore Ltd,Retail,Malware,2022-04-14,2561303.0,3596356.755,Belgium,Phishing,8.0
30923,Wagner-Reilly,Manufacturing,Ransomware,2021-04-18,3395263.0,3410429.3340000003,Spain,Phishing,46.199999999999996
30924,"Gilbert, Myers and Cook",Manufacturing,Ransomware,2023-11-12,478299.0,5006876.563,France,DDoS Attack,37.8
30925,Costa-Davis,Manufacturing,Supply Chain Attack,2022-05-26,4919759.0,5220192.432,UK,Compromised Vendor,53.199999999999996
30926,"Moran, Smith and Carr",Healthcare,Data Breach,2020-09-19,,7733771.98,Belgium,Spear Phishing,25.5
30927,Warner and Sons,Tech,Data Breach,2023-04-17,6368958.0,1422612.7,Belgium,Phishing,17.0
30928,Weaver Group,Retail,Malware,2021-02-17,3129488.0,5490419.865,UK,Spear Phishing,16.8
30929,Dixon-Cain,Manufacturing,Ransomware,2023-08-04,9658675.0,4171974.963,Sweden,DDoS Attack,25.2
30930,Dominguez Ltd,Manufacturing,Data Breach,2020-08-21,3825134.0,4884683.583000001,Sweden,DDoS Attack,32.199999999999996
30931,Harper Ltd,Manufacturing,Supply Chain Attack,2023-10-28,224536.0,1673041.838,Belgium,Spear Phishing,35.0
30932,Proctor PLC,Healthcare,Ransomware,2020-10-01,3963839.0,8295435.34,Belgium,Phishing,22.5
30933,Pena Group,Energy,Data Breach,2021-10-27,9680457.0,2063310.77,Spain,Phishing,53.0
30934,"Cordova, Shah and Gonzalez",Healthcare,Ransomware,2020-07-22,3777259.0,3883870.48,Netherlands,Phishing,40.5
30935,Barr Ltd,Retail,Data Breach,2022-12-24,2529217.0,3174930.99,UK,DDoS Attack,13.600000000000001
30936,"Chapman, Molina and Jones",Finance,Data Breach,2022-02-16,585767.0,999985.3,Belgium,DDoS Attack,45.0
30937,Moore and Sons,Manufacturing,Ransomware,2022-10-22,9065782.0,5438701.723,UK,Phishing,23.799999999999997
30938,Wilson-Gallagher,Manufacturing,Denial of Service,2022-06-04,1290582.0,880154.1840000001,UK,Phishing,19.599999999999998
30939,"Gregory, Perez and Williams",Healthcare,Supply Chain Attack,2020-04-18,208833.0,3959769.5,UK,DDoS Attack,34.5
30940,Clark-Sutton,Manufacturing,Phishing,2022-10-13,6219978.0,5739007.911,Netherlands,DDoS Attack,47.599999999999994
30941,"Johnson, Garcia and Perry",Healthcare,Phishing,2022-04-29,6700541.0,9801961.36,Netherlands,DDoS Attack,87.0
30942,"Smith, Collins and Wolfe",Manufacturing,Denial of Service,2021-12-04,,6439287.5819999995,Italy,Phishing,26.599999999999998
30943,Elliott PLC,Telecommunications,Data Breach,2022-02-28,,2605103.544,UK,Phishing,19.8
30944,Vasquez-Morris,Retail,Denial of Service,2023-02-15,4567022.0,886673.415,Italy,Phishing,32.800000000000004
30945,West-Williams,Manufacturing,Supply Chain Attack,2020-07-31,2549560.0,5379765.248,UK,Phishing,7.0
30946,Woods-Castaneda,Healthcare,Phishing,2020-06-14,5143212.0,9509015.98,UK,Compromised Vendor,69.0
30947,"Booth, Rice and Wilson",Retail,Data Breach,2021-08-10,,5011733.61,Netherlands,Compromised Vendor,6.4
30948,Lewis Ltd,Tech,Data Breach,2023-10-03,6749283.0,4249952.17,UK,DDoS Attack,59.0
30949,Vaughn-Hall,Healthcare,Ransomware,2023-04-12,2658285.0,8213938.42,Netherlands,Compromised Vendor,52.5
30950,Williams Group,Healthcare,Data Breach,2023-07-12,7617210.0,1104402.86,Sweden,DDoS Attack,13.5
30951,Orozco PLC,Manufacturing,Denial of Service,2021-05-04,6168157.0,378198.45700000005,Netherlands,DDoS Attack,77.0
30952,"Hernandez, Phillips and Nelson",Manufacturing,Ransomware,2020-11-03,1670441.0,1323917.4000000001,Belgium,DDoS Attack,61.599999999999994
30953,Buckley LLC,Tech,Data Breach,2021-05-12,,526049.58,Denmark,Compromised Vendor,12.0
30954,"Tucker, Clarke and Kerr",Manufacturing,Phishing,2023-05-16,5981885.0,3333385.055,Denmark,DDoS Attack,71.39999999999999
30955,Caldwell-Wilson,Finance,Data Breach,2023-12-30,1563207.0,3639999.03,Belgium,DDoS Attack,57.0
30956,"Terry, Boyer and Wilson",Manufacturing,Ransomware,2022-01-27,7509214.0,4873773.086,France,Spear Phishing,60.199999999999996
30957,Perry-Castillo,Healthcare,Ransomware,2020-04-19,1236885.0,746028.02,Spain,DDoS Attack,58.5
30958,"Fernandez, Moore and Jones",Healthcare,Data Breach,2022-07-22,4868507.0,5965728.7,UK,Compromised Vendor,48.0
30959,Coleman and Sons,Tech,Ransomware,2022-02-01,2741900.0,789334.93,Spain,Phishing,44.0
30960,Evans-Macias,Retail,Denial of Service,2023-07-04,6535626.0,6948123.975000001,Denmark,DDoS Attack,33.6
30961,Scott LLC,Retail,Ransomware,2023-09-28,1178575.0,5319960.0,Belgium,Spear Phishing,16.0
30962,Jones-Taylor,Tech,Ransomware,2023-07-23,5149120.0,3976089.05,Netherlands,Compromised Vendor,25.0
30963,"Morrison, Young and Lee",Manufacturing,Ransomware,2020-07-17,,3609238.724,UK,Compromised Vendor,21.0
30964,Smith-Ramirez,Healthcare,Ransomware,2022-04-09,8136437.0,8682935.86,France,Compromised Vendor,51.0
30965,Hansen PLC,Manufacturing,Malware,2021-10-06,,4996926.883,Belgium,Phishing,36.4
30966,Black and Sons,Healthcare,Ransomware,2020-10-22,458620.0,3186692.94,Netherlands,Insider Threat,90.0
30967,Gross Inc,Retail,Ransomware,2023-06-25,,2464052.73,France,Compromised Vendor,32.0
30968,Scott LLC,Manufacturing,Phishing,2023-01-29,2156268.0,3665979.369,Sweden,Compromised Vendor,7.0
30969,Moody-Armstrong,Tech,Data Breach,2020-05-06,4004700.0,3588163.27,Belgium,DDoS Attack,32.0
30970,Smith Group,Retail,Malware,2021-01-18,7850423.0,2048624.28,UK,DDoS Attack,27.200000000000003
30971,Collins Inc,Healthcare,Data Breach,2023-03-01,4260195.0,948554.32,Belgium,Insider Threat,82.5
30972,Alvarado LLC,Manufacturing,Malware,2022-10-14,4452499.0,5544655.285,France,Insider Threat,8.399999999999999
30973,"Ewing, Hess and Daniel",Manufacturing,Data Breach,2020-10-16,8391386.0,6022238.95,Netherlands,Spear Phishing,67.19999999999999
30974,"Tate, Owens and Dickerson",Telecommunications,Denial of Service,2020-04-17,2160722.0,1130995.38,Belgium,DDoS Attack,40.7
30975,Hartman-Calhoun,Retail,Denial of Service,2023-08-03,7807540.0,5301684.4350000005,Belgium,DDoS Attack,45.6
30976,Lynch-Shaw,Healthcare,Phishing,2020-12-19,,2438760.56,UK,Compromised Vendor,73.5
30977,Schmidt-Thompson,Tech,Malware,2021-04-07,5484052.0,4062379.59,UK,Insider Threat,30.0
30978,"Scott, Simpson and Miranda",Tech,Data Breach,2021-06-17,8847568.0,2617450.57,Belgium,DDoS Attack,42.0
30979,Blackburn-Taylor,Healthcare,Phishing,2022-08-14,5233471.0,652519.54,UK,Phishing,60.0
30980,"Khan, Lin and Dillon",Manufacturing,Data Breach,2022-10-11,4217587.0,5092238.1899999995,UK,Compromised Vendor,15.399999999999999
30981,Powell-Sutton,Manufacturing,Denial of Service,2022-04-12,2312360.0,349601.252,UK,Phishing,78.39999999999999
30982,"Randolph, Potts and Graves",Tech,Phishing,2022-04-20,9367531.0,1075771.15,Sweden,Phishing,51.0
30983,Riley-Kelley,Manufacturing,Denial of Service,2020-09-25,4350610.0,4231590.181,Sweden,Compromised Vendor,54.599999999999994
30984,Smith-Rivera,Healthcare,Ransomware,2021-05-15,1947445.0,9597784.9,France,Spear Phishing,7.5
30985,Vasquez Group,Healthcare,Malware,2021-02-15,,9500697.7,UK,DDoS Attack,70.5
30986,"Hansen, Page and Johnson",Retail,Data Breach,2020-04-10,1946328.0,4961307.33,France,Compromised Vendor,12.8
30987,Sanders Group,Healthcare,Data Breach,2020-05-07,4996629.0,3092702.18,Denmark,Compromised Vendor,66.0
30988,Sanders Ltd,Manufacturing,Phishing,2021-01-23,6797236.0,2916775.42,Belgium,Compromised Vendor,54.599999999999994
30989,Bailey PLC,Manufacturing,Ransomware,2022-01-19,358129.0,6353351.628,Sweden,DDoS Attack,70.0
30990,Smith Inc,Telecommunications,Ransomware,2021-01-20,6033021.0,333818.148,France,DDoS Attack,25.3
30991,Holmes Ltd,Manufacturing,Denial of Service,2022-03-31,8342312.0,4092158.2909999997,UK,Phishing,56.0
30992,"Hernandez, Baxter and Chen",Healthcare,Ransomware,2023-06-30,9674571.0,6540285.76,Italy,Spear Phishing,81.0
30993,Kelly Ltd,Healthcare,Supply Chain Attack,2021-07-31,1382304.0,4370718.8,Sweden,DDoS Attack,28.5
30994,Fischer-Conley,Healthcare,Ransomware,2023-09-20,8103970.0,9552131.64,UK,Phishing,39.0
30995,Stanley LLC,Healthcare,Phishing,2020-05-22,5168192.0,1770368.86,UK,DDoS Attack,33.0
30996,Sweeney-Hansen,Manufacturing,Data Breach,2022-06-10,,336600.316,Spain,Phishing,77.0
30997,"Weber, Coffey and Hernandez",Manufacturing,Phishing,2022-03-09,6353714.0,5903904.370000001,Netherlands,Compromised Vendor,60.199999999999996
30998,Jimenez and Sons,Manufacturing,Data Breach,2020-08-11,,1902364.412,Italy,Phishing,47.599999999999994
30999,Goodman and Sons,Retail,Ransomware,2020-07-03,2227868.0,2688775.965,UK,Insider Threat,47.2
31000,Carpenter LLC,Telecommunications,Ransomware,2022-03-04,9055964.0,3863699.2559999996,Belgium,Spear Phishing,60.50000000000001
31001,"Martinez, Cobb and Chambers",Telecommunications,Ransomware,2021-02-17,5770665.0,1947201.7559999998,UK,DDoS Attack,38.5
31002,Klein Group,Manufacturing,Ransomware,2021-12-02,9511277.0,3666226.421,Denmark,DDoS Attack,54.599999999999994
31003,Turner Group,Tech,Phishing,2021-11-20,1007206.0,3094626.11,Netherlands,DDoS Attack,53.0
31004,Price-Mcfarland,Retail,Malware,2021-10-12,6629448.0,6818889.39,Netherlands,DDoS Attack,8.0
31005,Andrews Group,Telecommunications,Malware,2020-06-16,5790508.0,3899155.944,UK,DDoS Attack,66.0
31006,"Armstrong, Wade and Parker",Manufacturing,Denial of Service,2021-03-01,452804.0,4146879.243,Spain,Phishing,15.399999999999999
31007,"Adams, Hamilton and Oliver",Manufacturing,Data Breach,2022-02-16,3033745.0,2522105.768,UK,DDoS Attack,60.199999999999996
31008,Mann Inc,Retail,Ransomware,2023-01-19,,7024269.48,France,Insider Threat,39.2
31009,Espinoza-May,Healthcare,Ransomware,2022-09-28,7004083.0,7539986.16,Sweden,Phishing,13.5
31010,Campbell Group,Manufacturing,Ransomware,2023-01-13,,1783692.8329999999,UK,Spear Phishing,56.0
31011,Good Group,Manufacturing,Ransomware,2020-11-05,1863683.0,624804.999,Sweden,Compromised Vendor,47.599999999999994
31012,Smith Group,Retail,Data Breach,2020-08-24,4232318.0,5934092.265,France,DDoS Attack,36.0
31013,Robinson and Sons,Telecommunications,Phishing,2020-07-27,,3783578.928,Poland,Phishing,62.7
31014,Harris-Levine,Telecommunications,Data Breach,2023-08-27,7796295.0,217362.228,UK,Insider Threat,5.5
31015,"Turner, Barnes and Peterson",Finance,Data Breach,2022-12-11,5990360.0,2924432.51,Sweden,Compromised Vendor,60.0
31016,Wright-Nelson,Healthcare,Denial of Service,2022-07-07,7636809.0,1703160.9,France,Spear Phishing,15.0
31017,Hardy-Stewart,Retail,Denial of Service,2021-02-22,9381239.0,2310408.9749999996,UK,DDoS Attack,31.200000000000003
31018,Wilson PLC,Finance,Data Breach,2023-09-20,9974404.0,4783200.66,Sweden,DDoS Attack,22.0
31019,Lee and Sons,Retail,Ransomware,2021-07-02,4400283.0,2980386.06,Belgium,Spear Phishing,28.0
31020,Sanders Group,Tech,Ransomware,2022-06-11,4630967.0,4318662.15,UK,DDoS Attack,45.0
31021,Andrade-Taylor,Retail,Ransomware,2023-08-10,,5312437.0649999995,Belgium,Phishing,32.0
31022,Wilson-Welch,Healthcare,Supply Chain Attack,2020-06-16,812475.0,8504818.12,Belgium,DDoS Attack,25.5
31023,Young-Horton,Tech,Data Breach,2022-10-21,9121473.0,2977062.97,Sweden,Insider Threat,50.0
31024,Lopez-Becker,Telecommunications,Ransomware,2022-01-28,9107748.0,5478914.123999999,Spain,Phishing,44.0
31025,Schneider-Miles,Finance,Malware,2023-04-01,6834096.0,3311417.94,Belgium,Insider Threat,20.0
31026,"Kramer, Griffith and Freeman",Manufacturing,Data Breach,2022-07-19,4968886.0,3988445.1360000004,Belgium,Phishing,46.199999999999996
31027,"Blair, Brock and Gallegos",Telecommunications,Data Breach,2022-04-24,6944472.0,5171021.844,Italy,Phishing,29.700000000000003
31028,"Rodriguez, Oconnor and Bowers",Manufacturing,Ransomware,2020-12-17,9791199.0,2996014.697,Belgium,Spear Phishing,54.599999999999994
31029,"Castillo, Francis and Shelton",Healthcare,Malware,2023-05-01,1395125.0,7838688.34,Denmark,DDoS Attack,21.0
31030,"Montgomery, Martin and Oliver",Retail,Phishing,2020-04-05,,683538.9450000001,Sweden,DDoS Attack,24.8
31031,Porter-Morales,Healthcare,Ransomware,2022-10-18,6384500.0,9622506.16,Belgium,DDoS Attack,58.5
31032,"Cordova, Cooper and Ross",Manufacturing,Ransomware,2020-09-30,382183.0,387068.487,Denmark,Phishing,84.0
31033,Copeland-Guerra,Retail,Data Breach,2023-09-22,3510832.0,2658844.485,UK,Phishing,15.200000000000001
31034,Taylor-Wong,Retail,Ransomware,2023-10-01,5090905.0,1344197.655,Italy,Compromised Vendor,36.0
31035,Poole-Roberts,Healthcare,Data Breach,2020-07-10,8073028.0,9506204.04,Belgium,Compromised Vendor,58.5
31036,Mccoy and Sons,Retail,Malware,2020-04-16,7540479.0,2607123.48,Sweden,Phishing,13.600000000000001
31037,"Roberts, Roth and Wilson",Tech,Phishing,2020-01-06,7364634.0,2297319.8,Spain,Phishing,28.0
31038,Serrano Inc,Tech,Ransomware,2023-03-23,8844503.0,3181721.71,Italy,Compromised Vendor,15.0
31039,Palmer and Sons,Telecommunications,Ransomware,2023-12-09,,4029368.688,UK,Compromised Vendor,61.60000000000001
31040,Garcia Ltd,Telecommunications,Ransomware,2021-11-15,2283581.0,1459900.416,Netherlands,Phishing,58.300000000000004
31041,Gray and Sons,Manufacturing,Data Breach,2021-05-01,2084008.0,1796353.0650000002,Sweden,Phishing,75.6
31042,Martinez Ltd,Retail,Data Breach,2023-11-11,7807710.0,1991450.28,UK,DDoS Attack,41.6
31043,Miller-Barnett,Retail,Ransomware,2021-02-03,8630091.0,6755224.695,Italy,Phishing,7.2
31044,"Mack, Reid and Lewis",Retail,Supply Chain Attack,2023-01-08,,5084046.225,Belgium,Phishing,46.400000000000006
31045,"Norton, Kennedy and Cook",Manufacturing,Ransomware,2023-01-06,4020008.0,1267826.274,Belgium,Phishing,84.0
31046,Garcia-Vazquez,Manufacturing,Data Breach,2021-11-13,,133687.008,UK,Phishing,29.4
31047,George-Brown,Retail,Denial of Service,2021-01-18,3637780.0,1667787.33,Sweden,Compromised Vendor,13.600000000000001
31048,"Mcdowell, Torres and Huffman",Healthcare,Data Breach,2021-02-08,5249092.0,9564762.18,Denmark,DDoS Attack,84.0
31049,"Martinez, Conway and Roy",Retail,Ransomware,2020-07-27,3677481.0,1770640.2600000002,UK,Phishing,9.600000000000001
31050,"Foster, Delacruz and Fisher",Healthcare,Data Breach,2021-02-19,4287924.0,3158108.96,Belgium,Insider Threat,10.5
31051,Thomas-White,Retail,Denial of Service,2021-11-09,,3147656.16,UK,Insider Threat,42.400000000000006
31052,Howell LLC,Finance,Phishing,2020-09-08,,1772450.29,Spain,Phishing,54.0
31053,"Pace, Lee and Smith",Retail,Denial of Service,2020-08-13,868240.0,2328062.5949999997,Spain,DDoS Attack,12.8
31054,"Lucas, Wiley and Boyer",Tech,Malware,2021-04-03,5705348.0,2963001.83,Sweden,DDoS Attack,30.0
31055,Fuller-Harris,Manufacturing,Phishing,2021-07-24,8868334.0,5519871.461,Belgium,Compromised Vendor,26.599999999999998
31056,Stone-Ford,Manufacturing,Ransomware,2020-05-22,,2853505.2520000003,Belgium,DDoS Attack,68.6
31057,Nichols Inc,Healthcare,Malware,2023-01-01,1954021.0,5323318.06,Italy,Phishing,40.5
31058,Howard LLC,Manufacturing,Data Breach,2020-12-29,1703733.0,6017090.807,Germany,Phishing,21.0
31059,Weiss-Wade,Healthcare,Ransomware,2020-02-07,7169938.0,8678884.04,Belgium,Phishing,61.5
31060,Davis LLC,Retail,Ransomware,2021-03-18,9685310.0,4938753.765,UK,Compromised Vendor,41.6
31061,Medina-Wilson,Tech,Data Breach,2021-09-14,8340612.0,3598406.27,Belgium,Phishing,39.0
31062,"Wilkins, Baker and Hayes",Finance,Ransomware,2020-01-02,8113372.0,2224737.7,UK,Phishing,57.0
31063,Santos-Lopez,Retail,Phishing,2021-05-03,9816510.0,555626.25,France,Compromised Vendor,36.800000000000004
31064,"Mason, Adams and Matthews",Manufacturing,Malware,2021-01-09,,2555831.0050000004,UK,Phishing,26.599999999999998
31065,"Hall, Jensen and Williams",Retail,Ransomware,2023-05-03,9571345.0,6571445.985,Belgium,Compromised Vendor,24.0
31066,Chase Group,Tech,Data Breach,2022-07-13,3661318.0,4894136.1,UK,Phishing,37.0
31067,Brown Ltd,Manufacturing,Ransomware,2022-10-29,8647933.0,1970012.46,Belgium,Phishing,35.0
31068,Perry LLC,Healthcare,Data Breach,2021-12-10,3859461.0,6953248.6,Spain,DDoS Attack,46.5
31069,Garcia-Hale,Manufacturing,Malware,2021-06-21,6178576.0,3094537.043,Belgium,Malware Infection,62.99999999999999
31070,Wood-Anderson,Healthcare,Data Breach,2022-10-27,1236494.0,8121262.86,Belgium,Phishing,85.5
31071,Juarez-Johnson,Manufacturing,Data Breach,2023-09-08,,4962605.921,Belgium,Phishing,14.0
31072,Mcbride-Jones,Manufacturing,Denial of Service,2023-08-31,2374715.0,1962232.5189999999,Belgium,Phishing,9.799999999999999
31073,Bean Ltd,Healthcare,Data Breach,2022-04-26,6778880.0,2133341.48,Belgium,DDoS Attack,52.5
31074,"Wiley, Lynch and Fernandez",Manufacturing,Data Breach,2022-10-19,9413262.0,5592712.034,UK,Phishing,7.0
31075,"Ho, Johnson and Smith",Telecommunications,Ransomware,2020-05-12,4755919.0,2154041.424,Belgium,DDoS Attack,36.300000000000004
31076,Anderson LLC,Manufacturing,Supply Chain Attack,2022-11-11,8989379.0,1602298.9449999998,Sweden,DDoS Attack,61.599999999999994
31077,Rose PLC,Retail,Ransomware,2023-07-09,3744470.0,4392799.905,France,DDoS Attack,36.800000000000004
31078,"Jacobs, Taylor and Miles",Finance,Ransomware,2021-11-08,2641271.0,293797.15,Belgium,Phishing,54.0
31079,"Boyle, Sandoval and Freeman",Retail,Ransomware,2020-07-25,3761606.0,4606773.57,Belgium,Compromised Vendor,26.400000000000002
31080,"Sullivan, Alvarez and Roberts",Tech,Ransomware,2022-12-03,310557.0,1197962.07,Spain,DDoS Attack,9.0
31081,Mathews Ltd,Healthcare,Malware,2022-06-08,,552980.66,UK,Compromised Vendor,60.0
31082,Lopez-Perez,Retail,Denial of Service,2022-05-30,8207073.0,3851388.435,Belgium,DDoS Attack,13.600000000000001
31083,Payne LLC,Finance,Supply Chain Attack,2020-12-20,4140579.0,4987220.59,Spain,Compromised Vendor,8.0
31084,Wheeler-Peters,Tech,Supply Chain Attack,2021-01-26,818708.0,4221125.52,Belgium,DDoS Attack,14.0
31085,Tran Inc,Manufacturing,Ransomware,2021-08-31,8251693.0,1014258.362,Belgium,Phishing,29.4
31086,Hunter-Johnson,Retail,Malware,2020-02-07,9918877.0,7008733.574999999,Italy,Phishing,33.6
31087,Moss Group,Retail,Ransomware,2023-07-23,2763508.0,6019965.915,Spain,Compromised Vendor,26.400000000000002
31088,"Burns, Gonzalez and Newton",Tech,Data Breach,2021-01-14,3471493.0,1397642.03,Italy,Phishing,26.0
31089,Oliver PLC,Retail,Malware,2021-09-05,610547.0,6946879.515,Sweden,Phishing,14.4
31090,Perez-Diaz,Tech,Ransomware,2021-11-18,6521525.0,919644.24,UK,DDoS Attack,39.0
31091,Woods LLC,Retail,Ransomware,2022-01-20,6433969.0,3307923.0300000003,Netherlands,Phishing,6.4
31092,Yates Ltd,Manufacturing,Ransomware,2023-08-21,7638744.0,4270146.348,Sweden,Phishing,57.4
